                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.323,                  1.438,                 1.0101,                0.87033,                0.95002,                0.92856,                0.61423,                 1.3534,                 30.267,                0.83818,               0.070019,              0.0033312,              0.0033312
                      2,                0.98744,                0.64004,                0.88328,                0.87366,                0.95983,                0.92403,                0.66151,                 1.0437,                 38.985,                0.76685,               0.040018,              0.0066629,              0.0066629
                      3,                 0.9398,                0.59629,                0.87105,                0.87482,                0.96692,                0.92298,                 0.6772,                 1.0009,                 50.801,                0.75948,                0.01001,              0.0099881,              0.0099881
                      4,                0.88301,                0.54361,                0.86078,                0.87232,                0.97295,                0.93253,                0.69405,                0.98122,                 59.017,                0.75922,               0.009978,               0.009978,               0.009978
                      5,                0.83231,                0.49807,                0.85022,                0.87561,                0.97315,                0.93352,                0.69671,                0.92606,                 47.059,                0.74646,               0.009978,               0.009978,               0.009978
                      6,                0.79885,                0.47101,                 0.8447,                0.87606,                0.97709,                0.92429,                0.70981,                0.83359,                 45.648,                0.73766,               0.009961,               0.009961,               0.009961
                      7,                0.78075,                0.45133,                0.84102,                0.87779,                0.97726,                0.93077,                0.71278,                0.85712,                 46.762,                0.73848,              0.0099391,              0.0099391,              0.0099391
                      8,                0.76613,                0.44019,                0.83753,                0.87729,                 0.9783,                0.91398,                0.70625,                0.83819,                 54.615,                0.73714,              0.0099123,              0.0099123,              0.0099123
                      9,                 0.7514,                 0.4258,                0.83443,                0.87784,                0.98087,                  0.913,                0.69932,                0.85207,                 51.526,                0.73759,              0.0098808,              0.0098808,              0.0098808
                     10,                0.74377,                0.41968,                0.83296,                0.87931,                0.98069,                0.93101,                0.73444,                0.78269,                 55.512,                0.73146,              0.0098445,              0.0098445,              0.0098445
                     11,                0.73258,                0.41024,                0.83147,                0.87846,                0.98204,                0.94373,                0.73663,                0.80379,                 53.178,                0.73396,              0.0098035,              0.0098035,              0.0098035
                     12,                0.72863,                0.40502,                0.83003,                0.87736,                0.98252,                0.89593,                0.70874,                0.78117,                 52.526,                0.73218,              0.0097577,              0.0097577,              0.0097577
                     13,                0.72267,                0.40137,                0.82911,                0.87837,                0.98186,                0.92322,                0.72517,                0.78582,                 57.114,                0.73069,              0.0097074,              0.0097074,              0.0097074
                     14,                0.71427,                0.39282,                0.82807,                0.87815,                   0.98,                0.89427,                0.70073,                0.80684,                 58.271,                0.73378,              0.0096524,              0.0096524,              0.0096524
                     15,                0.70931,                 0.3892,                0.82672,                0.87991,                0.98357,                0.93233,                0.73401,                0.79079,                 55.751,                0.73066,              0.0095929,              0.0095929,              0.0095929
                     16,                0.70703,                0.38509,                0.82633,                0.87869,                0.98424,                0.94321,                0.74655,                0.77451,                 54.819,                 0.7285,              0.0095289,              0.0095289,              0.0095289
                     17,                0.70125,                0.38462,                  0.825,                0.87872,                0.98541,                0.92551,                0.72756,                0.79238,                 60.562,                0.72956,              0.0094605,              0.0094605,              0.0094605
                     18,                0.69794,                0.37855,                0.82399,                0.88099,                0.98358,                0.92142,                0.72886,                0.78615,                 57.483,                0.73008,              0.0093877,              0.0093877,              0.0093877
                     19,                0.69585,                0.37974,                0.82392,                0.87762,                0.98582,                0.94837,                0.75706,                0.77478,                 54.627,                0.72847,              0.0093107,              0.0093107,              0.0093107
                     20,                0.69417,                0.37228,                0.82395,                0.88072,                0.98369,                0.91934,                0.73349,                0.76979,                 61.582,                 0.7279,              0.0092294,              0.0092294,              0.0092294
                     21,                0.69025,                0.37018,                0.82253,                0.88061,                0.98463,                 0.9444,                0.75034,                0.77477,                 58.476,                0.72729,               0.009144,               0.009144,               0.009144
                     22,                0.68347,                0.36541,                0.82215,                0.87899,                0.98642,                0.91162,                0.72812,                 0.7668,                 59.554,                0.72711,              0.0090546,              0.0090546,              0.0090546
                     23,                0.68363,                 0.3664,                0.82138,                  0.881,                0.98533,                0.91569,                0.72332,                0.79288,                 59.066,                0.72995,              0.0089613,              0.0089613,              0.0089613
                     24,                0.67908,                0.36191,                0.82126,                0.88022,                 0.9867,                0.92621,                0.74293,                0.75705,                 58.295,                0.72622,               0.008864,               0.008864,               0.008864
                     25,                0.67489,                0.35993,                0.82074,                0.87988,                 0.9877,                0.91108,                0.73382,                0.74667,                 58.278,                0.72491,               0.008763,               0.008763,               0.008763
                     26,                0.67198,                0.35585,                0.81977,                0.87949,                0.98729,                0.91166,                0.72522,                0.74925,                  59.46,                0.72469,              0.0086584,              0.0086584,              0.0086584
                     27,                0.66772,                0.35451,                0.81956,                0.88139,                0.98449,                0.91295,                0.72987,                0.76082,                 60.766,                0.72575,              0.0085502,              0.0085502,              0.0085502
                     28,                0.66557,                0.35216,                0.81891,                0.88071,                0.98553,                0.90663,                0.72792,                 0.7495,                 60.463,                0.72529,              0.0084385,              0.0084385,              0.0084385
                     29,                0.65891,                0.34996,                0.81784,                0.88063,                0.98593,                0.93327,                0.75118,                0.75018,                  60.17,                0.72488,              0.0083235,              0.0083235,              0.0083235
                     30,                0.65584,                0.34663,                0.81728,                0.87964,                0.98624,                0.91861,                0.73736,                0.76147,                 60.823,                0.72687,              0.0082052,              0.0082052,              0.0082052
                     31,                 0.6553,                0.34547,                0.81673,                0.87961,                0.98726,                0.92799,                0.74563,                0.74887,                 60.141,                0.72536,              0.0080839,              0.0080839,              0.0080839
                     32,                0.65164,                 0.3431,                0.81756,                0.88092,                0.98654,                0.95071,                0.76059,                0.76039,                 58.875,                0.72635,              0.0079595,              0.0079595,              0.0079595
                     33,                0.65338,                 0.3418,                0.81724,                0.88002,                 0.9869,                  0.948,                0.76033,                0.75916,                 62.216,                0.72592,              0.0078323,              0.0078323,              0.0078323
                     34,                0.64908,                0.33992,                0.81594,                0.88025,                0.98697,                0.93471,                0.75081,                0.76356,                 61.526,                0.72622,              0.0077023,              0.0077023,              0.0077023
                     35,                 0.6469,                0.33902,                0.81595,                0.88138,                 0.9869,                 0.9408,                0.75151,                0.77992,                 63.487,                0.72688,              0.0075698,              0.0075698,              0.0075698
                     36,                0.64126,                0.33534,                 0.8156,                0.88017,                0.98699,                0.94772,                0.76003,                0.77268,                  63.86,                0.72677,              0.0074347,              0.0074347,              0.0074347
                     37,                0.63762,                0.33291,                0.81515,                0.88081,                0.98703,                0.93325,                0.74971,                0.75775,                 61.654,                0.72495,              0.0072973,              0.0072973,              0.0072973
                     38,                0.63224,                0.33087,                0.81364,                0.88183,                0.98667,                0.94052,                 0.7563,                0.75162,                 62.564,                 0.7248,              0.0071576,              0.0071576,              0.0071576
