                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.76132,                0.39405,                0.80678,                0.88101,                0.98749,                0.94671,                0.77102,                0.71745,                  58.97,                0.72231,              0.0074347,              0.0074347,              0.0074347
                     37,                0.75751,                 0.3925,                 0.8065,                0.88179,                0.98617,                0.94092,                0.76402,                0.71917,                 59.155,                0.72243,              0.0072973,              0.0072973,              0.0072973
                     38,                0.75385,                0.38974,                0.80611,                0.88184,                 0.9863,                0.93103,                  0.756,                 0.7137,                 60.113,                0.72244,              0.0071576,              0.0071576,              0.0071576
                     39,                0.75227,                0.38682,                0.80656,                0.88103,                0.98688,                0.93447,                0.75769,                0.71763,                 61.108,                0.72242,              0.0070159,              0.0070159,              0.0070159
                     40,                0.75213,                0.38889,                0.80588,                0.88117,                0.98728,                0.93091,                0.75999,                0.71043,                 60.295,                0.72172,              0.0068722,              0.0068722,              0.0068722
                     41,                0.74825,                 0.3868,                0.80594,                0.88109,                  0.987,                0.94805,                0.77397,                0.70384,                 60.313,                0.72123,              0.0067268,              0.0067268,              0.0067268
                     42,                0.74306,                0.38331,                0.80488,                0.88253,                0.98575,                0.94892,                0.77508,                0.70478,                 60.852,                0.72155,              0.0065796,              0.0065796,              0.0065796
                     43,                0.74045,                0.38233,                0.80429,                0.88306,                0.98573,                0.94927,                0.77365,                0.71151,                 60.835,                0.72189,               0.006431,               0.006431,               0.006431
                     44,                0.73612,                0.37947,                0.80346,                0.88149,                0.98755,                0.93883,                0.76293,                0.70724,                 61.108,                0.72158,               0.006281,               0.006281,               0.006281
                     45,                 0.7336,                 0.3769,                0.80371,                 0.8816,                0.98697,                0.92923,                0.75699,                0.70271,                 62.157,                0.72087,              0.0061298,              0.0061298,              0.0061298
                     46,                  0.732,                0.37591,                0.80401,                0.88286,                0.98522,                0.93446,                0.76366,                0.70204,                 61.107,                0.72098,              0.0059775,              0.0059775,              0.0059775
                     47,                0.72838,                0.37246,                0.80363,                0.88191,                0.98722,                0.94026,                0.76566,                0.71017,                 62.056,                 0.7218,              0.0058244,              0.0058244,              0.0058244
                     48,                0.72507,                0.37195,                0.80335,                0.88164,                 0.9861,                0.93705,                0.76456,                 0.7083,                 62.372,                0.72146,              0.0056704,              0.0056704,              0.0056704
                     49,                0.72183,                0.36865,                0.80279,                0.88222,                0.98585,                0.94602,                 0.7727,                0.70845,                 62.662,                0.72159,              0.0055158,              0.0055158,              0.0055158
                     50,                0.71705,                0.36547,                0.80261,                0.88249,                0.98557,                0.94225,                0.76848,                0.70322,                 62.471,                0.72111,              0.0053608,              0.0053608,              0.0053608
                     51,                0.71284,                0.36475,                0.80189,                0.88113,                0.98768,                0.94323,                0.76941,                0.70657,                 62.094,                0.72139,              0.0052055,              0.0052055,              0.0052055
                     52,                0.70853,                0.36364,                0.80047,                0.88223,                0.98529,                0.94864,                0.77307,                0.70902,                 62.767,                 0.7216,                0.00505,                0.00505,                0.00505
                     53,                0.70852,                0.36139,                0.80137,                0.88207,                0.98653,                0.94961,                0.77139,                0.71164,                 62.668,                0.72149,              0.0048945,              0.0048945,              0.0048945
                     54,                0.70078,                0.35652,                0.80048,                0.88193,                0.98736,                0.94588,                0.76915,                0.70792,                 63.293,                0.72112,              0.0047392,              0.0047392,              0.0047392
                     55,                 0.6979,                0.35581,                0.80011,                0.88258,                0.98613,                0.94368,                0.76852,                0.70522,                 63.353,                0.72101,              0.0045842,              0.0045842,              0.0045842
