                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.83064,                0.44367,                0.84482,                0.87754,                0.98411,                0.96622,                0.76823,                 0.7787,                 55.842,                0.72921,              0.0074347,              0.0074347,              0.0074347
                     37,                0.83246,                0.44531,                 0.8445,                0.87835,                0.98344,                0.96777,                0.76883,                0.77025,                 55.036,                0.72852,              0.0072973,              0.0072973,              0.0072973
                     38,                 0.8207,                0.43853,                0.84126,                0.87862,                0.98339,                0.95963,                0.75708,                0.78374,                 56.137,                0.72925,              0.0071576,              0.0071576,              0.0071576
                     39,                0.82014,                  0.435,                0.84365,                0.87879,                 0.9846,                0.95851,                0.76135,                0.78201,                 57.215,                0.73037,              0.0070159,              0.0070159,              0.0070159
                     40,                0.82282,                0.43663,                 0.8421,                0.87756,                0.98491,                0.96531,                0.76462,                0.78797,                  58.04,                 0.7301,              0.0068722,              0.0068722,              0.0068722
                     41,                0.81622,                0.43308,                0.84254,                 0.8792,                0.98467,                0.95166,                0.75123,                0.78467,                 58.432,                0.72893,              0.0067268,              0.0067268,              0.0067268
                     42,                0.81253,                0.43244,                0.84025,                0.87912,                0.98412,                0.95105,                0.75695,                0.77046,                 58.616,                0.72833,              0.0065796,              0.0065796,              0.0065796
                     43,                0.81086,                0.42839,                0.84033,                0.87973,                0.98431,                0.93977,                 0.7447,                0.78047,                 59.851,                0.72925,               0.006431,               0.006431,               0.006431
                     44,                0.80977,                0.42849,                0.83971,                   0.88,                0.98475,                0.95066,                0.75805,                 0.7711,                 58.311,                0.72867,               0.006281,               0.006281,               0.006281
                     45,                0.80368,                0.42627,                0.83918,                0.87868,                0.98539,                 0.9586,                0.76424,                0.77212,                 57.882,                0.72833,              0.0061298,              0.0061298,              0.0061298
