                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                0.49913,                0.24923,                0.79161,                0.88192,                 0.9876,                0.93293,                0.74757,                 0.7585,                 73.833,                0.72729,              0.0014416,              0.0014416,              0.0014416
                     79,                0.50204,                0.25058,                0.79224,                0.88202,                 0.9876,                0.93256,                0.74737,                0.75839,                 73.926,                0.72733,               0.001337,               0.001337,               0.001337
                     80,                0.50019,                0.24793,                0.79181,                0.88198,                0.98755,                 0.9321,                0.74688,                0.75862,                 74.068,                0.72741,               0.001236,               0.001236,               0.001236
                     81,                0.49696,                0.24734,                0.79206,                0.88213,                0.98748,                0.93124,                0.74589,                0.75901,                 74.203,                0.72747,              0.0011387,              0.0011387,              0.0011387
                     82,                0.49141,                0.24442,                0.79166,                0.88224,                0.98741,                0.93067,                 0.7454,                0.75958,                 74.377,                0.72758,              0.0010454,              0.0010454,              0.0010454
                     83,                0.49208,                 0.2429,                 0.7912,                0.88229,                0.98764,                0.93042,                0.74513,                0.76017,                 74.486,                0.72766,             0.00095595,             0.00095595,             0.00095595
                     84,                0.49206,                0.24389,                0.79129,                0.88232,                0.98743,                0.93017,                0.74473,                 0.7609,                 74.576,                0.72778,             0.00087058,             0.00087058,             0.00087058
                     85,                0.48823,                0.24143,                0.79123,                0.88242,                0.98747,                0.92953,                0.74378,                0.76104,                 74.734,                0.72784,             0.00078933,             0.00078933,             0.00078933
                     86,                0.48334,                0.24063,                0.78999,                0.88238,                0.98747,                 0.9291,                0.74334,                0.76127,                  74.83,                 0.7279,             0.00071228,             0.00071228,             0.00071228
                     87,                0.48343,                0.23922,                0.79065,                0.88234,                0.98747,                0.92835,                 0.7427,                0.76122,                 74.897,                0.72792,             0.00063952,             0.00063952,             0.00063952
                     88,                0.48129,                0.23801,                0.79004,                0.88229,                0.98743,                0.92802,                0.74239,                0.76121,                 74.982,                0.72799,             0.00057111,             0.00057111,             0.00057111
                     89,                 0.4835,                0.23942,                0.79041,                0.88243,                0.98746,                0.92779,                0.74213,                0.76122,                 75.046,                0.72804,             0.00050711,             0.00050711,             0.00050711
                     90,                0.47881,                0.23676,                0.78981,                0.88253,                0.98758,                0.92779,                0.74168,                0.76134,                 75.142,                0.72805,             0.00044761,             0.00044761,             0.00044761
                     91,                0.48979,                0.23185,                0.78727,                0.88249,                0.98752,                0.92754,                 0.7417,                0.76134,                 75.236,                0.72809,             0.00039264,             0.00039264,             0.00039264
                     92,                0.48326,                0.22935,                0.78617,                0.88244,                0.98759,                 0.9271,                 0.7415,                0.76132,                  75.36,                0.72812,             0.00034227,             0.00034227,             0.00034227
                     93,                0.48025,                0.22756,                0.78648,                 0.8825,                0.98759,                0.92658,                0.74064,                0.76151,                 75.491,                0.72817,             0.00029655,             0.00029655,             0.00029655
                     94,                0.47939,                0.22691,                0.78602,                0.88237,                0.98767,                 0.9258,                 0.7398,                0.76155,                 75.604,                0.72819,             0.00025551,             0.00025551,             0.00025551
                     95,                0.47726,                0.22638,                0.78538,                0.88234,                0.98763,                0.92511,                0.73924,                0.76175,                 75.709,                0.72824,             0.00021921,             0.00021921,             0.00021921
                     96,                  0.476,                0.22535,                0.78609,                 0.8823,                0.98767,                0.92442,                 0.7383,                0.76212,                 75.799,                0.72827,             0.00018768,             0.00018768,             0.00018768
