                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                0.68206,                0.33849,                0.79734,                0.88208,                0.98647,                0.94375,                0.76369,                0.73137,                 64.596,                0.72367,              0.0029424,              0.0029424,              0.0029424
                     67,                0.68348,                 0.3385,                0.79734,                0.88228,                0.98647,                 0.9438,                 0.7636,                0.73195,                 64.827,                0.72382,              0.0028027,              0.0028027,              0.0028027
                     68,                0.67718,                0.33577,                 0.7963,                0.88258,                0.98626,                0.94398,                0.76297,                0.73204,                  64.74,                0.72383,              0.0026653,              0.0026653,              0.0026653
                     69,                 0.6731,                0.33382,                0.79727,                0.88232,                0.98638,                0.94395,                0.76305,                0.73159,                 64.653,                0.72384,              0.0025302,              0.0025302,              0.0025302
                     70,                0.67349,                0.33317,                0.79642,                0.88232,                0.98642,                0.94234,                0.76145,                0.73193,                 64.839,                0.72385,              0.0023977,              0.0023977,              0.0023977
                     71,                0.67047,                0.33254,                0.79525,                0.88162,                 0.9875,                0.94156,                0.76036,                0.73283,                 64.909,                0.72398,              0.0022677,              0.0022677,              0.0022677
                     72,                0.66573,                0.32885,                0.79531,                0.88138,                0.98784,                0.94131,                 0.7602,                0.73336,                 64.967,                0.72407,              0.0021405,              0.0021405,              0.0021405
                     73,                0.66318,                0.32705,                0.79365,                0.88151,                0.98747,                0.94047,                0.75983,                0.73348,                 65.242,                 0.7241,              0.0020161,              0.0020161,              0.0020161
                     74,                0.65817,                0.32436,                0.79487,                0.88157,                0.98706,                0.94104,                0.76001,                0.73401,                  65.33,                0.72414,              0.0018948,              0.0018948,              0.0018948
                     75,                0.65851,                0.32297,                0.79422,                0.88171,                0.98703,                0.94128,                0.75984,                0.73488,                 65.407,                0.72425,              0.0017765,              0.0017765,              0.0017765
                     76,                0.65611,                0.32199,                0.79349,                0.88147,                0.98706,                0.94115,                0.75999,                0.73506,                 65.481,                0.72429,              0.0016615,              0.0016615,              0.0016615
                     77,                0.65121,                0.31861,                 0.7945,                0.88157,                0.98729,                0.94032,                0.75938,                0.73542,                 65.614,                0.72433,              0.0015498,              0.0015498,              0.0015498
                     78,                0.64703,                 0.3177,                0.79287,                 0.8814,                0.98769,                0.93977,                0.75852,                0.73538,                 65.772,                0.72432,              0.0014416,              0.0014416,              0.0014416
                     79,                0.64975,                 0.3189,                0.79377,                0.88155,                0.98758,                 0.9385,                0.75754,                0.73558,                 65.885,                0.72437,               0.001337,               0.001337,               0.001337
                     80,                0.64775,                0.31621,                0.79288,                0.88155,                0.98749,                 0.9378,                0.75691,                0.73608,                  65.92,                0.72442,               0.001236,               0.001236,               0.001236
                     81,                0.64013,                0.31329,                0.79196,                0.88147,                0.98753,                0.93712,                0.75637,                0.73644,                  65.97,                0.72451,              0.0011387,              0.0011387,              0.0011387
                     82,                0.63648,                0.31175,                0.79179,                 0.8814,                0.98742,                0.93665,                0.75611,                0.73664,                 66.029,                0.72453,              0.0010454,              0.0010454,              0.0010454
                     83,                 0.6378,                0.31132,                0.79293,                0.88153,                0.98742,                0.93614,                0.75583,                0.73682,                 66.136,                0.72459,             0.00095595,             0.00095595,             0.00095595
                     84,                0.63525,                0.30992,                0.79257,                0.88144,                0.98741,                0.93653,                0.75625,                0.73709,                  66.16,                0.72465,             0.00087058,             0.00087058,             0.00087058
                     85,                0.63391,                0.30898,                0.79216,                0.88148,                0.98736,                 0.9362,                0.75604,                 0.7379,                 66.169,                0.72475,             0.00078933,             0.00078933,             0.00078933
                     86,                0.63048,                0.30606,                0.79176,                0.88148,                0.98736,                0.93622,                0.75607,                0.73828,                 66.217,                0.72482,             0.00071228,             0.00071228,             0.00071228
