                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     53,                 0.2676,                 0.3472,                0.93042,                0.99809,                 0.9571,                0.96082,                0.94772,                 1.1554,                0.53059,                 2.5709,               0.004951,               0.004951,               0.004951
                     54,                0.26811,                0.34727,                0.93132,                0.99714,                0.95691,                0.96083,                 0.9489,                 1.1524,                0.52612,                 2.5831,               0.004852,               0.004852,               0.004852
                     55,                  0.268,                0.34962,                0.93342,                0.99787,                0.95695,                0.96077,                  0.948,                 1.1529,                0.53494,                 2.6183,               0.004753,               0.004753,               0.004753
                     56,                0.26384,                0.34606,                0.93043,                0.99788,                0.95669,                0.96064,                0.94939,                 1.1491,                0.52536,                 2.5812,               0.004654,               0.004654,               0.004654
                     57,                0.26323,                0.34395,                0.92951,                0.99817,                0.95722,                 0.9611,                0.94984,                 1.1398,                0.52305,                 2.5617,               0.004555,               0.004555,               0.004555
                     58,                0.26226,                0.34176,                 0.9294,                0.99813,                0.95703,                0.96046,                0.95056,                 1.1403,                0.52759,                 2.5696,               0.004456,               0.004456,               0.004456
                     59,                0.26173,                0.34351,                0.93152,                0.99797,                0.95691,                0.96056,                0.95013,                 1.1371,                0.52376,                 2.5621,               0.004357,               0.004357,               0.004357
                     60,                0.26003,                0.34156,                0.92935,                0.99811,                0.95659,                0.96041,                0.95046,                 1.1355,                0.52262,                 2.5461,               0.004258,               0.004258,               0.004258
                     61,                0.25836,                0.34141,                0.92866,                0.99798,                0.95656,                0.96036,                0.95056,                 1.1335,                0.52575,                 2.5574,               0.004159,               0.004159,               0.004159
                     62,                0.25791,                 0.3402,                 0.9291,                0.99788,                0.95681,                0.96034,                0.95017,                 1.1359,                0.52644,                 2.5648,                0.00406,                0.00406,                0.00406
                     63,                 0.2574,                0.33989,                0.92883,                0.99786,                0.95699,                0.96049,                0.95077,                 1.1389,                 0.5301,                 2.5891,               0.003961,               0.003961,               0.003961
                     64,                0.25557,                 0.3367,                 0.9268,                0.99823,                0.95685,                0.96049,                0.95093,                 1.1347,                0.52242,                 2.5943,               0.003862,               0.003862,               0.003862
                     65,                 0.2547,                0.33528,                0.92734,                0.99795,                0.95703,                0.96071,                0.95103,                 1.1336,                0.52402,                 2.5856,               0.003763,               0.003763,               0.003763
                     66,                0.25417,                0.33779,                0.92808,                0.99831,                0.95703,                0.96072,                0.95177,                 1.1319,                0.52373,                 2.5875,               0.003664,               0.003664,               0.003664
                     67,                0.25262,                0.33559,                0.92694,                0.99803,                0.95714,                0.96031,                0.95156,                  1.131,                0.52397,                 2.5987,               0.003565,               0.003565,               0.003565
                     68,                0.25071,                 0.3333,                0.92701,                0.99826,                0.95687,                 0.9602,                0.95139,                   1.13,                0.52481,                 2.6107,               0.003466,               0.003466,               0.003466
                     69,                0.24959,                0.33431,                0.92674,                0.99744,                0.95744,                 0.9603,                0.95147,                  1.127,                0.52237,                 2.6206,               0.003367,               0.003367,               0.003367
                     70,                0.24801,                0.33193,                0.92316,                0.99828,                0.95714,                0.96016,                0.95152,                 1.1304,                0.52421,                 2.6448,               0.003268,               0.003268,               0.003268
