                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.82004,                0.42395,                0.82023,                0.87917,                0.98589,                0.95226,                0.76809,                0.71805,                 56.755,                0.72321,              0.0074347,              0.0074347,              0.0074347
                     37,                0.82208,                 0.4233,                 0.8191,                0.87966,                0.98533,                0.94123,                0.75519,                0.73436,                  58.48,                0.72396,              0.0072973,              0.0072973,              0.0072973
                     38,                0.81362,                0.41891,                0.81791,                0.88027,                0.98628,                 0.9272,                0.74768,                0.72674,                 57.482,                0.72406,              0.0071576,              0.0071576,              0.0071576
                     39,                0.81126,                0.41831,                0.81777,                0.88093,                  0.984,                0.91929,                0.74197,                0.71518,                 58.106,                0.72256,              0.0070159,              0.0070159,              0.0070159
                     40,                 0.8128,                0.41813,                0.81811,                0.87891,                0.98682,                0.91984,                0.74398,                0.71712,                 58.999,                0.72288,              0.0068722,              0.0068722,              0.0068722
                     41,                0.81003,                0.41718,                0.81744,                0.87934,                0.98768,                0.91807,                0.74365,                0.70929,                 60.732,                 0.7219,              0.0067268,              0.0067268,              0.0067268
                     42,                0.80385,                0.41244,                0.81647,                0.88061,                0.98687,                0.92436,                0.74718,                0.71622,                 60.371,                0.72273,              0.0065796,              0.0065796,              0.0065796
                     43,                0.80418,                0.41336,                0.81777,                0.87928,                0.98741,                0.93303,                 0.7538,                0.71626,                 59.566,                0.72292,               0.006431,               0.006431,               0.006431
                     44,                0.79974,                0.40821,                0.81521,                0.88138,                0.98417,                0.92958,                0.75124,                0.71786,                 59.853,                0.72271,               0.006281,               0.006281,               0.006281
                     45,                0.79736,                0.40908,                0.81581,                0.88003,                0.98682,                0.91769,                 0.7406,                0.71714,                 60.437,                0.72256,              0.0061298,              0.0061298,              0.0061298
                     46,                0.79569,                0.40796,                0.81514,                0.88036,                0.98618,                0.92818,                0.75109,                0.71164,                 59.573,                0.72222,              0.0059775,              0.0059775,              0.0059775
                     47,                 0.7934,                0.40392,                0.81652,                0.88107,                0.98631,                0.92914,                0.75283,                0.70833,                 59.208,                0.72202,              0.0058244,              0.0058244,              0.0058244
                     48,                0.79004,                0.40348,                0.81469,                0.88033,                0.98651,                0.93487,                0.75661,                0.71131,                 59.674,                0.72214,              0.0056704,              0.0056704,              0.0056704
                     49,                0.78629,                0.39977,                0.81429,                0.88109,                0.98585,                0.93959,                0.76088,                0.71371,                 60.145,                 0.7221,              0.0055158,              0.0055158,              0.0055158
                     50,                0.77702,                0.39333,                 0.8147,                0.88047,                0.98769,                0.93465,                0.75567,                0.71628,                 60.158,                0.72209,              0.0053608,              0.0053608,              0.0053608
                     51,                0.77819,                0.39609,                0.81347,                0.88047,                0.98718,                0.93275,                0.75398,                0.71693,                 60.524,                0.72217,              0.0052055,              0.0052055,              0.0052055
                     52,                0.77669,                0.39614,                0.81319,                0.88115,                0.98674,                0.93807,                0.75963,                0.71465,                 60.957,                0.72193,                0.00505,                0.00505,                0.00505
                     53,                0.77507,                0.39171,                 0.8142,                0.87991,                0.98774,                 0.9381,                0.75902,                 0.7171,                 60.737,                0.72202,              0.0048945,              0.0048945,              0.0048945
                     54,                0.76799,                0.38931,                0.81119,                0.88206,                0.98537,                 0.9538,                0.77383,                0.71438,                 61.069,                0.72169,              0.0047392,              0.0047392,              0.0047392
                     55,                 0.7674,                0.38779,                0.81309,                0.88057,                0.98724,                0.95713,                0.77677,                0.71519,                 61.258,                0.72184,              0.0045842,              0.0045842,              0.0045842
                     56,                0.76411,                0.38432,                0.81023,                0.88154,                0.98622,                0.95111,                 0.7727,                0.71379,                  61.32,                0.72182,              0.0044296,              0.0044296,              0.0044296
                     57,                 0.7634,                0.38489,                0.81359,                0.88129,                0.98635,                 0.9453,                0.76876,                0.71137,                 61.308,                0.72162,              0.0042756,              0.0042756,              0.0042756
                     58,                0.76271,                0.38182,                0.81212,                0.88039,                0.98733,                0.93998,                0.76422,                0.70775,                 61.225,                 0.7213,              0.0041225,              0.0041225,              0.0041225
                     59,                0.75752,                0.38019,                0.81112,                0.88013,                 0.9875,                0.93053,                0.75633,                0.70634,                 61.443,                0.72118,              0.0039702,              0.0039702,              0.0039702
                     60,                0.75347,                0.37948,                0.81013,                 0.8815,                0.98592,                 0.9305,                0.75608,                0.70646,                 61.437,                0.72113,               0.003819,               0.003819,               0.003819
                     61,                 0.7541,                0.37799,                0.80926,                0.88143,                0.98627,                0.93034,                0.75583,                0.70772,                   61.8,                 0.7211,               0.003669,               0.003669,               0.003669
                     62,                 0.7493,                0.37574,                0.80933,                0.88064,                0.98692,                0.92432,                0.75218,                0.70741,                 61.877,                0.72101,              0.0035204,              0.0035204,              0.0035204
                     63,                0.74307,                0.36966,                0.80995,                0.88193,                0.98538,                0.92313,                0.75094,                0.70913,                 62.121,                0.72116,              0.0033732,              0.0033732,              0.0033732
                     64,                0.74563,                0.37274,                0.80903,                0.88184,                 0.9857,                0.92492,                0.75284,                0.70976,                 62.442,                0.72118,              0.0032278,              0.0032278,              0.0032278
                     65,                0.74138,                0.37108,                 0.8083,                 0.8815,                0.98645,                0.92716,                0.75452,                0.71008,                 62.437,                0.72127,              0.0030841,              0.0030841,              0.0030841
