                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2028,                 1.3364,                0.95528,                0.87292,                0.95493,                0.91332,                 0.6227,                 1.2008,                 31.222,                0.80026,               0.070019,              0.0033312,              0.0033312
                      2,                0.91752,                0.58336,                0.85628,                0.89511,                0.95503,                0.95876,                0.70645,                0.96234,                 32.821,                0.75741,               0.040018,              0.0066629,              0.0066629
                      3,                0.88515,                0.54443,                0.85071,                0.87951,                0.96915,                0.93683,                0.70279,                0.90708,                  43.51,                0.74592,                0.01001,              0.0099881,              0.0099881
                      4,                0.83791,                0.50002,                0.84274,                0.87538,                0.97473,                0.93624,                0.70317,                0.89907,                 52.045,                0.74566,               0.009978,               0.009978,               0.009978
                      5,                0.78951,                0.45589,                0.83348,                  0.878,                0.97484,                 0.9009,                 0.6934,                0.82152,                 43.475,                0.73437,               0.009978,               0.009978,               0.009978
                      6,                0.76153,                0.43323,                0.82911,                0.87658,                0.97898,                0.93291,                0.74025,                0.76653,                 47.585,                 0.7321,               0.009961,               0.009961,               0.009961
                      7,                0.74191,                 0.4146,                0.82595,                   0.88,                0.97913,                0.91645,                0.71593,                0.78146,                 53.212,                0.73108,              0.0099391,              0.0099391,              0.0099391
                      8,                0.73158,                0.40521,                0.82423,                0.87948,                0.97584,                0.93916,                0.73721,                0.79695,                 50.859,                0.73356,              0.0099123,              0.0099123,              0.0099123
                      9,                0.71573,                0.39316,                0.82135,                0.87989,                0.97779,                0.91797,                0.72337,                0.78232,                  57.79,                0.72969,              0.0098808,              0.0098808,              0.0098808
                     10,                0.71278,                0.38698,                0.82123,                0.87902,                 0.9825,                0.93854,                0.74222,                0.78894,                 54.091,                0.73079,              0.0098445,              0.0098445,              0.0098445
                     11,                 0.7023,                0.37946,                0.81923,                0.88061,                0.98108,                0.93619,                0.73519,                0.78509,                 49.528,                0.73028,              0.0098035,              0.0098035,              0.0098035
                     12,                0.69716,                 0.3748,                0.81828,                0.87952,                0.98162,                0.95604,                 0.7542,                0.78086,                  54.31,                0.72973,              0.0097577,              0.0097577,              0.0097577
                     13,                0.69155,                0.36969,                0.81706,                0.87981,                0.98293,                0.91444,                0.72733,                0.75389,                 49.289,                0.72526,              0.0097074,              0.0097074,              0.0097074
                     14,                0.68321,                0.36434,                0.81647,                0.88083,                0.98197,                0.92292,                0.73025,                0.77646,                 53.399,                0.72894,              0.0096524,              0.0096524,              0.0096524
                     15,                0.68231,                0.36129,                0.81453,                0.88134,                0.98397,                0.93975,                0.74587,                0.77317,                 52.003,                0.72649,              0.0095929,              0.0095929,              0.0095929
                     16,                0.67358,                0.35563,                0.81505,                0.88174,                0.98376,                0.91956,                 0.7279,                0.76878,                 55.794,                0.72705,              0.0095289,              0.0095289,              0.0095289
                     17,                0.66628,                0.35107,                0.81341,                0.88031,                0.98543,                0.91069,                0.71386,                0.80107,                 60.203,                0.72992,              0.0094605,              0.0094605,              0.0094605
                     18,                0.66203,                0.34843,                0.81288,                0.88241,                0.98202,                0.90623,                0.72752,                0.75648,                  61.29,                0.72573,              0.0093877,              0.0093877,              0.0093877
                     19,                 0.6577,                0.34618,                0.81201,                0.88043,                0.98154,                0.91842,                0.73001,                0.76541,                 59.768,                0.72693,              0.0093107,              0.0093107,              0.0093107
                     20,                0.65365,                0.34175,                0.81197,                0.88059,                0.98465,                0.95365,                0.75994,                0.77032,                 57.933,                0.72667,              0.0092294,              0.0092294,              0.0092294
                     21,                0.65043,                0.33935,                0.81123,                0.88288,                0.98195,                0.94421,                0.75581,                0.75457,                 59.388,                0.72508,               0.009144,               0.009144,               0.009144
                     22,                0.64404,                 0.3349,                0.81074,                0.88148,                0.98406,                0.91574,                 0.7277,                0.75978,                 61.072,                0.72527,              0.0090546,              0.0090546,              0.0090546
                     23,                0.64225,                0.33331,                0.81077,                  0.882,                0.98385,                0.92326,                0.73706,                0.76359,                 61.097,                0.72586,              0.0089613,              0.0089613,              0.0089613
                     24,                0.64057,                0.33176,                0.81028,                0.88141,                0.98513,                0.92807,                0.74262,                0.74284,                 60.301,                0.72458,               0.008864,               0.008864,               0.008864
                     25,                0.63303,                0.32916,                0.80917,                0.88188,                0.98546,                0.92138,                0.74293,                0.73532,                 62.498,                 0.7244,               0.008763,               0.008763,               0.008763
                     26,                0.62637,                0.32515,                0.80817,                 0.8807,                0.98516,                0.93393,                0.74793,                0.75084,                 64.279,                0.72514,              0.0086584,              0.0086584,              0.0086584
